application_id,company_id,forecast_year,projected_revenue,projected_employees,projected_free_cash_flow,projected_debt
APP-00659,CO-00659,1,7750066.26,77,-423618.62,2058392.26
APP-00659,CO-00659,2,8153069.71,79,-257800.06,1997221.67
APP-00659,CO-00659,3,8577029.33,81,-73590.91,1936051.09
APP-00659,CO-00659,4,9023034.86,82,130473.08,1874880.51
APP-00659,CO-00659,5,9492232.67,84,355958.73,1813709.92
APP-00660,CO-00660,1,1587874.45,13,186892.82,116242.55
APP-00660,CO-00660,2,1590573.83,14,220930.71,105917.13
APP-00660,CO-00660,3,1593277.81,14,255083.78,95591.72
APP-00660,CO-00660,4,1595986.38,14,289352.33,85266.3
APP-00660,CO-00660,5,1598699.56,14,323736.66,74940.89
APP-00661,CO-00661,1,406448.12,2,29808.9,125450.51
APP-00661,CO-00661,2,409374.54,2,36917.4,111390.65
APP-00661,CO-00661,3,412322.04,2,44126.7,97330.8
APP-00661,CO-00661,4,415290.76,2,51437.91,83270.94
APP-00661,CO-00661,5,418280.85,2,58852.12,69211.09
APP-00662,CO-00662,1,2231512.9,19,114565.87,372433.23
APP-00662,CO-00662,2,2312739.97,19,152132.03,349182.86
APP-00662,CO-00662,3,2396923.7,20,192281.22,325932.49
APP-00662,CO-00662,4,2484171.72,21,235151.7,302682.13
APP-00662,CO-00662,5,2574595.57,21,280888.38,279431.76
APP-00663,CO-00663,1,939680.68,6,-106559.79,543446.55
APP-00663,CO-00663,2,993524.39,7,-103227.18,521874.12
APP-00663,CO-00663,3,1050453.33,7,-99162.79,500301.7
APP-00663,CO-00663,4,1110644.31,7,-94293.7,478729.27
APP-00663,CO-00663,5,1174284.23,7,-88541.03,457156.85
APP-00664,CO-00664,1,1714141.15,15,-85672.77,1218130.76
APP-00664,CO-00664,2,1888297.9,16,-56195.75,1133113.37
APP-00664,CO-00664,3,2080148.96,17,-19844.62,1048095.99
APP-00664,CO-00664,4,2291492.1,19,24473.14,963078.6
APP-00664,CO-00664,5,2524307.69,20,78001.11,878061.22
APP-00665,CO-00665,1,2240347.21,20,-140021.7,567451.01
APP-00665,CO-00665,2,2485217.15,20,-100899.82,525866.04
APP-00665,CO-00665,3,2756851.39,21,-51553.12,484281.06
APP-00665,CO-00665,4,3058175.25,21,9786.16,442696.08
APP-00665,CO-00665,5,3392433.8,22,85150.09,401111.1
APP-00666,CO-00666,1,452390.55,2,787.16,125177.79
APP-00666,CO-00666,2,514141.86,3,5233.96,119163.96
APP-00666,CO-00666,3,584322.23,3,10880.08,113150.14
APP-00666,CO-00666,4,664082.21,3,17970.06,107136.32
APP-00666,CO-00666,5,754729.43,4,26792.89,101122.49
APP-00667,CO-00667,1,511541.6,4,-46724.21,263916.36
APP-00667,CO-00667,2,600805.61,5,-50996.38,247589.39
APP-00667,CO-00667,3,705646.19,5,-55336.77,231262.41
APP-00667,CO-00667,4,828781.45,5,-59639.11,214935.43
APP-00667,CO-00667,5,973403.81,6,-63757.95,198608.46
APP-00668,CO-00668,1,3726396.47,27,-281193.88,560589.43
APP-00668,CO-00668,2,3913088.94,27,-272820.56,557579.81
APP-00668,CO-00668,3,4109134.69,26,-262902.44,554570.19
APP-00668,CO-00668,4,4315002.34,25,-251305.74,551560.57
APP-00668,CO-00668,5,4531183.96,25,-237887.16,548550.96
APP-00669,CO-00669,1,1221534.78,5,-239469.68,1149007.69
APP-00669,CO-00669,2,1148487.0,5,-195104.97,1149007.69
APP-00669,CO-00669,3,1079807.47,5,-155189.93,1149007.69
APP-00669,CO-00669,4,1015234.99,5,-119351.03,1149007.69
APP-00669,CO-00669,5,954523.94,4,-87243.49,1149007.69
APP-00670,CO-00670,1,177817.33,1,-29460.77,59712.59
APP-00670,CO-00670,2,187543.93,1,-28386.65,59004.46
APP-00670,CO-00670,3,197802.59,1,-27106.87,58296.33
APP-00670,CO-00670,4,208622.39,1,-25602.14,57588.2
APP-00670,CO-00670,5,220034.03,1,-23851.69,56880.07
APP-00671,CO-00671,1,5610904.72,30,1222728.36,510807.7
APP-00671,CO-00671,2,6554097.81,32,1562759.08,473467.89
APP-00671,CO-00671,3,7655841.65,34,1982556.75,436128.08
APP-00671,CO-00671,4,8942788.63,37,2499330.57,398788.28
APP-00671,CO-00671,5,10446071.4,39,3133821.42,361448.47
APP-00672,CO-00672,1,2532041.33,15,-192030.01,496813.93
APP-00672,CO-00672,2,2228196.37,14,-137657.97,468643.25
APP-00672,CO-00672,3,1960812.8,14,-93569.99,440472.58
APP-00672,CO-00672,4,1725515.27,13,-58080.84,412301.91
APP-00672,CO-00672,5,1518453.44,12,-29761.69,384131.23
APP-00673,CO-00673,1,1332230.22,10,-82891.36,936291.35
APP-00673,CO-00673,2,1653830.6,11,-90034.54,920196.02
APP-00673,CO-00673,3,2053065.3,12,-95796.03,904100.68
APP-00673,CO-00673,4,2548675.27,14,-99092.49,888005.35
APP-00673,CO-00673,5,3163925.48,15,-98398.08,871910.01
APP-00674,CO-00674,1,630683.72,4,-74912.61,143110.78
APP-00674,CO-00674,2,677354.32,4,-70824.17,139519.52
APP-00674,CO-00674,3,727478.54,4,-65720.41,135928.25
APP-00674,CO-00674,4,781311.95,4,-59473.47,132336.99
APP-00674,CO-00674,5,839129.03,4,-51942.09,128745.72
APP-00675,CO-00675,1,5013145.36,36,163829.59,3049374.32
APP-00675,CO-00675,2,4972037.57,36,176308.45,2884482.47
APP-00675,CO-00675,3,4931266.86,36,188571.64,2719590.61
APP-00675,CO-00675,4,4890830.47,36,200621.87,2554698.76
APP-00675,CO-00675,5,4850725.66,36,212461.78,2389806.9
APP-00676,CO-00676,1,3154180.37,26,-421335.41,471729.15
APP-00676,CO-00676,2,3201493.08,25,-383410.81,429983.66
APP-00676,CO-00676,3,3249515.47,24,-344253.67,388238.18
APP-00676,CO-00676,4,3298258.21,24,-303835.55,346492.69
APP-00676,CO-00676,5,3347732.08,23,-262127.42,304747.2
APP-00677,CO-00677,1,26634424.46,229,-2758261.0,4750650.2
APP-00677,CO-00677,2,29883824.24,256,-2758874.65,4741416.03
APP-00677,CO-00677,3,33529650.8,285,-2718584.09,4732181.85
APP-00677,CO-00677,4,37620268.2,317,-2627399.53,4722947.68
APP-00677,CO-00677,5,42209940.92,353,-2473502.54,4713713.5
APP-00678,CO-00678,1,3867393.13,20,-281236.83,2656852.63
APP-00678,CO-00678,2,4483855.6,22,-260691.36,2519430.18
APP-00678,CO-00678,3,5198582.18,23,-226450.24,2382007.73
APP-00678,CO-00678,4,6027236.18,25,-174669.3,2244585.29
APP-00678,CO-00678,5,6987977.62,26,-100626.88,2107162.84
APP-00679,CO-00679,1,3336915.65,35,-75814.72,471902.0
APP-00679,CO-00679,2,3448368.63,37,-42208.03,434674.44
APP-00679,CO-00679,3,3563544.14,39,-6271.84,397446.89
APP-00679,CO-00679,4,3682566.52,41,32111.98,360219.34
APP-00679,CO-00679,5,3805564.24,43,73066.83,322991.79
APP-00680,CO-00680,1,1820279.62,18,75432.39,62509.0
APP-00680,CO-00680,2,1786786.47,18,98237.52,55592.87
APP-00680,CO-00680,3,1753909.6,18,120177.89,48676.74
APP-00680,CO-00680,4,1721637.67,18,141277.59,41760.6
APP-00680,CO-00680,5,1689959.53,18,161560.13,34844.47
APP-00681,CO-00681,1,5382828.03,30,-500818.32,2291704.28
APP-00681,CO-00681,2,5842521.54,30,-419960.45,2172458.7
APP-00681,CO-00681,3,6341472.88,31,-321639.5,2053213.12
APP-00681,CO-00681,4,6883034.67,32,-203462.5,1933967.54
APP-00681,CO-00681,5,7470845.83,32,-62755.1,1814721.96
APP-00682,CO-00682,1,4860240.88,29,635136.28,3194303.12
APP-00682,CO-00682,2,5769591.95,31,798857.7,3021787.32
APP-00682,CO-00682,3,6849082.6,33,1001609.84,2849271.52
APP-00682,CO-00682,4,8130545.96,35,1252266.69,2676755.71
APP-00682,CO-00682,5,9651771.11,38,1561656.57,2504239.91
APP-00683,CO-00683,1,8740297.44,45,-421631.95,2427169.62
APP-00683,CO-00683,2,9970931.32,47,-251068.05,2378342.98
APP-00683,CO-00683,3,11374838.45,48,-24114.66,2329516.33
APP-00683,CO-00683,4,12976415.7,49,271726.14,2280689.68
APP-00683,CO-00683,5,14803495.03,51,651353.78,2231863.04
APP-00684,CO-00684,1,1361802.08,16,-184061.17,179890.95
APP-00684,CO-00684,2,1425398.24,17,-169365.82,178688.49
APP-00684,CO-00684,3,1491964.34,18,-152896.51,177486.03
APP-00684,CO-00684,4,1561639.07,19,-134519.59,176283.57
APP-00684,CO-00684,5,1634567.62,20,-114092.82,175081.11
APP-00685,CO-00685,1,1514882.33,7,-382719.87,1249837.91
APP-00685,CO-00685,2,1618651.77,8,-387634.73,1176227.72
APP-00685,CO-00685,3,1729529.42,8,-391427.1,1102617.54
APP-00685,CO-00685,4,1848002.18,8,-393920.14,1029007.36
APP-00685,CO-00685,5,1974590.33,8,-394918.07,955397.18
APP-00686,CO-00686,1,1459071.03,6,-248158.8,851570.74
APP-00686,CO-00686,2,1568647.26,7,-262528.81,821853.71
APP-00686,CO-00686,3,1686452.67,7,-277657.57,792136.69
APP-00686,CO-00686,4,1813105.27,8,-293578.01,762419.67
APP-00686,CO-00686,5,1949269.48,8,-310323.7,732702.64
APP-00687,CO-00687,1,5478206.6,32,-971943.41,3837170.72
APP-00687,CO-00687,2,6210642.82,35,-1076552.83,3754781.57
APP-00687,CO-00687,3,7041005.76,37,-1191760.64,3672392.42
APP-00687,CO-00687,4,7982388.23,40,-1318530.89,3590003.28
APP-00687,CO-00687,5,9049633.54,43,-1457895.96,3507614.13
APP-00688,CO-00688,1,11218560.4,50,-228409.89,6884796.67
APP-00688,CO-00688,2,12836276.8,53,-24645.65,6715209.27
APP-00688,CO-00688,3,14687267.92,57,242633.67,6545621.88
APP-00688,CO-00688,4,16805171.95,61,587508.81,6376034.49
APP-00688,CO-00688,5,19228477.75,65,1026800.71,6206447.1
APP-00689,CO-00689,1,1619120.61,10,-227065.47,900343.76
APP-00689,CO-00689,2,1892913.91,10,-219918.74,873664.03
APP-00689,CO-00689,3,2213005.65,11,-203862.08,846984.29
APP-00689,CO-00689,4,2587224.9,12,-176086.53,820304.55
APP-00689,CO-00689,5,3024724.63,13,-133087.88,793624.82
APP-00690,CO-00690,1,1661329.77,16,-40702.58,521243.1
APP-00690,CO-00690,2,1926145.73,18,-21765.45,501350.97
APP-00690,CO-00690,3,2233173.36,19,4243.03,481458.84
APP-00690,CO-00690,4,2589141.2,21,39096.03,461566.71
APP-00690,CO-00690,5,3001850.3,23,84952.36,441674.57
APP-00691,CO-00691,1,3639433.95,22,-455511.55,927659.38
APP-00691,CO-00691,2,4415361.27,24,-545826.96,890454.21
APP-00691,CO-00691,3,5356716.29,26,-653947.92,853249.03
APP-00691,CO-00691,4,6498768.2,27,-783361.52,816043.85
APP-00691,CO-00691,5,7884305.58,29,-938232.36,778838.67
APP-00692,CO-00692,1,2003119.12,12,-236848.8,1177006.42
APP-00692,CO-00692,2,2341245.62,13,-227288.13,1177006.42
APP-00692,CO-00692,3,2736447.88,14,-207751.12,1177006.42
APP-00692,CO-00692,4,3198360.29,15,-175142.21,1177006.42
APP-00692,CO-00692,5,3738243.5,17,-125604.98,1177006.42
APP-00693,CO-00693,1,5766254.09,29,182559.6,3699176.91
APP-00693,CO-00693,2,5856207.66,31,321622.92,3500380.26
APP-00693,CO-00693,3,5947564.5,33,464980.59,3301583.61
APP-00693,CO-00693,4,6040346.5,35,612732.75,3102786.95
APP-00693,CO-00693,5,6134575.91,37,764981.62,2903990.3
APP-00694,CO-00694,1,276037.42,1,24191.92,200307.65
APP-00694,CO-00694,2,330499.6,1,34993.3,192187.3
APP-00694,CO-00694,3,395707.17,2,49115.17,184066.94
APP-00694,CO-00694,4,473780.2,2,67447.35,175946.59
APP-00694,CO-00694,5,567257.03,2,91101.48,167826.23
APP-00695,CO-00695,1,934504.76,7,16054.79,487829.27
APP-00695,CO-00695,2,910955.24,7,20004.58,449492.83
APP-00695,CO-00695,3,887999.17,7,23745.1,411156.4
APP-00695,CO-00695,4,865621.59,7,27284.39,372819.97
APP-00695,CO-00695,5,843807.93,7,30630.23,334483.54
APP-00696,CO-00696,1,1201388.03,4,-203971.66,275888.37
APP-00696,CO-00696,2,1440344.11,4,-227228.69,257169.0
APP-00696,CO-00696,3,1726828.55,4,-251667.99,238449.62
APP-00696,CO-00696,4,2070294.75,5,-276839.81,219730.24
APP-00696,CO-00696,5,2482076.38,5,-302068.69,201010.87
APP-00697,CO-00697,1,238991.71,1,-13775.48,96817.2
APP-00697,CO-00697,2,265328.6,1,-8856.67,91325.25
APP-00697,CO-00697,3,294567.81,1,-2686.46,85833.29
APP-00697,CO-00697,4,327029.18,1,4951.22,80341.34
APP-00697,CO-00697,5,363067.8,2,14304.87,74849.38
APP-00698,CO-00698,1,946581.66,4,65749.56,473255.38
APP-00698,CO-00698,2,1071814.41,5,79764.43,452651.58
APP-00698,CO-00698,3,1213615.46,5,96336.8,432047.77
APP-00698,CO-00698,4,1374176.79,5,115898.07,411443.97
APP-00698,CO-00698,5,1555980.37,6,138949.05,390840.16
APP-00699,CO-00699,1,1022036.15,6,-155962.72,349951.42
APP-00699,CO-00699,2,1190365.51,7,-179983.26,334105.06
APP-00699,CO-00699,3,1386418.71,8,-207685.52,318258.7
APP-00699,CO-00699,4,1614761.87,8,-239630.66,302412.34
APP-00699,CO-00699,5,1880713.15,9,-276464.83,286565.98
APP-00700,CO-00700,1,1970228.18,9,-382618.31,1317786.48
APP-00700,CO-00700,2,2166068.86,10,-381877.94,1281191.08
APP-00700,CO-00700,3,2381376.1,10,-377209.97,1244595.68
APP-00700,CO-00700,4,2618084.89,11,-367840.93,1208000.29
APP-00700,CO-00700,5,2878322.52,12,-352882.34,1171404.89
APP-00701,CO-00701,1,6219418.66,60,-121029.89,3673636.39
APP-00701,CO-00701,2,5800229.84,59,-54058.14,3588077.09
APP-00701,CO-00701,3,5409294.35,58,4435.62,3502517.8
APP-00701,CO-00701,4,5044707.91,58,55290.0,3416958.51
APP-00701,CO-00701,5,4704694.6,57,99269.06,3331399.21
APP-00702,CO-00702,1,1715198.44,9,-29981.67,48269.52
APP-00702,CO-00702,2,1715369.96,9,-18457.38,47188.75
APP-00702,CO-00702,3,1715541.5,9,-6930.79,46107.98
APP-00702,CO-00702,4,1715713.05,9,4598.11,45027.2
APP-00702,CO-00702,5,1715884.62,10,16129.32,43946.43
APP-00703,CO-00703,1,855692.74,4,12356.2,391388.14
APP-00703,CO-00703,2,936726.84,4,28645.11,352896.73
APP-00703,CO-00703,3,1025434.87,4,47908.32,314405.31
APP-00703,CO-00703,4,1122543.55,4,70563.09,275913.9
APP-00703,CO-00703,5,1228848.43,5,97079.03,237422.48
APP-00704,CO-00704,1,2482723.97,10,-289088.38,1229075.35
APP-00704,CO-00704,2,2977779.13,10,-275087.24,1197017.34
APP-00704,CO-00704,3,3571548.29,11,-244008.18,1164959.33
APP-00704,CO-00704,4,4283715.02,11,-189597.23,1132901.32
APP-00704,CO-00704,5,5137887.8,12,-103785.33,1100843.31
APP-00705,CO-00705,1,6709753.35,29,-782491.44,5284597.59
APP-00705,CO-00705,2,7195539.49,31,-695376.94,5118346.71
APP-00705,CO-00705,3,7716496.55,34,-591546.63,4952095.83
APP-00705,CO-00705,4,8275170.9,36,-469036.69,4785844.96
APP-00705,CO-00705,5,8874293.27,39,-325686.56,4619594.08
APP-00706,CO-00706,1,891721.93,4,-11735.06,328360.4
APP-00706,CO-00706,2,962970.51,4,-12248.98,322491.33
APP-00706,CO-00706,3,1039911.85,5,-12770.12,316622.26
APP-00706,CO-00706,4,1123000.81,5,-13296.33,310753.19
APP-00706,CO-00706,5,1212728.58,5,-13825.11,304884.12
APP-00707,CO-00707,1,922883.72,9,-41695.89,457307.83
APP-00707,CO-00707,2,966166.97,9,-20637.33,426018.04
APP-00707,CO-00707,3,1011480.2,10,2488.24,394728.25
APP-00707,CO-00707,4,1058918.62,10,27828.38,363438.45
APP-00707,CO-00707,5,1108581.91,10,55539.95,332148.66
APP-00708,CO-00708,1,4516737.03,27,244536.14,1675726.17
APP-00708,CO-00708,2,5325684.63,30,379614.8,1582651.89
APP-00708,CO-00708,3,6279514.75,32,555234.69,1489577.61
APP-00708,CO-00708,4,7404175.84,35,781584.8,1396503.33
APP-00708,CO-00708,5,8730263.74,39,1071203.36,1303429.05
APP-00709,CO-00709,1,1855056.0,8,-413603.29,855207.96
APP-00709,CO-00709,2,1959866.66,8,-425722.24,807135.37
APP-00709,CO-00709,3,2070599.13,8,-437890.3,759062.78
APP-00709,CO-00709,4,2187587.98,8,-450074.35,710990.19
APP-00709,CO-00709,5,2311186.7,9,-462237.34,662917.6
APP-00710,CO-00710,1,4763081.89,26,-269971.48,340493.82
APP-00710,CO-00710,2,5418481.95,30,-288588.35,335175.22
APP-00710,CO-00710,3,6164065.07,34,-307217.0,329856.63
APP-00710,CO-00710,4,7012240.42,39,-325508.2,324538.03
APP-00710,CO-00710,5,7977124.7,44,-343016.36,319219.44
APP-00711,CO-00711,1,2566019.87,12,58248.65,1814253.32
APP-00711,CO-00711,2,3046122.19,14,141035.46,1781487.19
APP-00711,CO-00711,3,3616051.65,17,252762.01,1748721.07
APP-00711,CO-00711,4,4292614.91,20,401359.49,1715954.94
APP-00711,CO-00711,5,5095763.16,24,596713.87,1683188.82
APP-00712,CO-00712,1,4468679.85,23,-812406.0,3563939.28
APP-00712,CO-00712,2,4517835.33,23,-805078.26,3297086.29
APP-00712,CO-00712,3,4567531.52,24,-797491.0,3030233.3
APP-00712,CO-00712,4,4617774.36,24,-789639.42,2763380.31
APP-00712,CO-00712,5,4668569.88,25,-781518.6,2496527.32
APP-00713,CO-00713,1,909648.83,6,81358.99,386854.75
APP-00713,CO-00713,2,1063106.59,7,102036.97,361425.04
APP-00713,CO-00713,3,1242452.67,8,127376.25,335995.34
APP-00713,CO-00713,4,1452054.44,8,158361.06,310565.63
APP-00713,CO-00713,5,1697016.02,9,196175.05,285135.93
APP-00714,CO-00714,1,2439700.51,21,18492.93,1149050.77
APP-00714,CO-00714,2,2749298.51,24,66423.05,1134222.95
APP-00714,CO-00714,3,3098184.49,27,126220.04,1119395.14
APP-00714,CO-00714,4,3491344.1,30,200123.84,1104567.33
APP-00714,CO-00714,5,3934395.67,34,290751.84,1089739.51
APP-00715,CO-00715,1,1890373.11,13,-105823.09,120962.35
APP-00715,CO-00715,2,2013247.37,14,-75818.9,111414.2
APP-00715,CO-00715,3,2144108.45,14,-41467.06,101866.06
APP-00715,CO-00715,4,2283475.5,14,-2329.15,92317.91
APP-00715,CO-00715,5,2431901.4,15,42071.89,82769.76
APP-00716,CO-00716,1,725341.19,3,-37949.85,347569.42
APP-00716,CO-00716,2,809915.98,3,-34453.83,320909.31
APP-00716,CO-00716,3,904352.18,3,-29626.58,294249.19
APP-00716,CO-00716,4,1009799.64,3,-23205.2,267589.08
APP-00716,CO-00716,5,1127542.28,3,-14883.56,240928.97
APP-00717,CO-00717,1,467359.01,3,-66290.2,184601.73
APP-00717,CO-00717,2,476005.16,3,-58586.71,176885.95
APP-00717,CO-00717,3,484811.25,3,-50575.51,169170.17
APP-00717,CO-00717,4,493780.26,3,-42247.84,161454.4
APP-00717,CO-00717,5,502915.19,3,-33594.73,153738.62
APP-00718,CO-00718,1,4628689.9,53,-371776.37,2779111.43
APP-00718,CO-00718,2,4924926.05,57,-300617.49,2602601.73
APP-00718,CO-00718,3,5240121.32,61,-218827.47,2426092.04
APP-00718,CO-00718,4,5575489.08,65,-125336.99,2249582.35
APP-00718,CO-00718,5,5932320.38,69,-18983.43,2073072.65
APP-00719,CO-00719,1,1601018.75,8,-35190.39,94544.05
APP-00719,CO-00719,2,1661537.26,8,398.77,90623.17
APP-00719,CO-00719,3,1724343.37,8,38728.75,86702.3
APP-00719,CO-00719,4,1789523.55,8,79955.91,82781.43
APP-00719,CO-00719,5,1857167.54,9,124244.51,78860.55
APP-00720,CO-00720,1,969849.78,10,-186870.66,507765.73
APP-00720,CO-00720,2,1193109.21,11,-204212.57,478554.16
APP-00720,CO-00720,3,1467762.94,13,-219636.05,449342.6
APP-00720,CO-00720,4,1805641.97,15,-231338.85,420131.03
APP-00720,CO-00720,5,2221300.76,17,-236790.66,390919.47
APP-00721,CO-00721,1,2083100.31,14,88240.13,520003.05
APP-00721,CO-00721,2,2180172.78,15,95317.15,469151.3
APP-00721,CO-00721,3,2281768.84,15,102862.14,418299.56
APP-00721,CO-00721,4,2388099.26,15,110903.33,367447.81
APP-00721,CO-00721,5,2499384.69,16,119470.59,316596.07
APP-00722,CO-00722,1,8166709.9,52,31033.5,3981601.83
APP-00722,CO-00722,2,9851502.16,61,276827.21,3724571.15
APP-00722,CO-00722,3,11883867.05,70,622714.63,3467540.48
APP-00722,CO-00722,4,14335508.82,82,1099533.53,3210509.8
APP-00722,CO-00722,5,17292924.29,95,1746585.35,2953479.13
APP-00723,CO-00723,1,261438.82,1,-50630.24,130351.12
APP-00723,CO-00723,2,305177.53,1,-54236.15,125598.16
APP-00723,CO-00723,3,356233.73,1,-57631.49,120845.2
APP-00723,CO-00723,4,415831.63,1,-60644.89,116092.23
APP-00723,CO-00723,5,485400.26,2,-63053.49,111339.27
APP-00724,CO-00724,1,501381.62,4,-60988.06,110404.68
APP-00724,CO-00724,2,512412.02,4,-56303.83,107501.74
APP-00724,CO-00724,3,523685.08,4,-51383.98,104598.8
APP-00724,CO-00724,4,535206.15,5,-46220.4,101695.86
APP-00724,CO-00724,5,546980.69,5,-40804.76,98792.91
APP-00725,CO-00725,1,925436.21,4,-111866.73,354064.51
APP-00725,CO-00725,2,983553.61,4,-114938.07,334035.54
APP-00725,CO-00725,3,1045320.77,4,-117954.0,314006.58
APP-00725,CO-00725,4,1110966.92,4,-120895.42,293977.61
APP-00725,CO-00725,5,1180735.64,4,-123741.1,273948.65
APP-00726,CO-00726,1,9880331.54,48,-701701.15,7057748.68
APP-00726,CO-00726,2,10333838.76,50,-578074.94,6585143.69
APP-00726,CO-00726,3,10808161.96,53,-441621.5,6112538.69
APP-00726,CO-00726,4,11304256.59,56,-291423.73,5639933.69
APP-00726,CO-00726,5,11823121.97,59,-126507.41,5167328.7
APP-00727,CO-00727,1,2778675.71,14,-541286.03,1627542.79
APP-00727,CO-00727,2,2656136.11,14,-503603.41,1559799.15
APP-00727,CO-00727,3,2539000.51,13,-468191.69,1492055.5
APP-00727,CO-00727,4,2427030.59,12,-434923.88,1424311.86
APP-00727,CO-00727,5,2319998.54,12,-403679.75,1356568.21
APP-00728,CO-00728,1,4745005.96,21,-7402.21,388107.16
APP-00728,CO-00728,2,4770154.49,21,44267.03,380081.51
APP-00728,CO-00728,3,4795436.31,22,96484.18,372055.86
APP-00728,CO-00728,4,4820852.12,22,149253.58,364030.21
APP-00728,CO-00728,5,4846402.64,22,202579.63,356004.56
APP-00729,CO-00729,1,752624.86,5,-6788.68,291015.91
APP-00729,CO-00729,2,808394.36,5,-3265.91,279394.64
APP-00729,CO-00729,3,868296.38,5,816.2,267773.38
APP-00729,CO-00729,4,932637.14,5,5521.21,256152.11
APP-00729,CO-00729,5,1001745.55,5,10919.03,244530.84
APP-00730,CO-00730,1,744560.84,6,-2069.88,209827.87
APP-00730,CO-00730,2,775013.38,6,12663.72,197948.82
APP-00730,CO-00730,3,806711.42,6,28605.99,186069.76
APP-00730,CO-00730,4,839705.92,7,45831.15,174190.7
APP-00730,CO-00730,5,874049.89,7,64417.48,162311.64
APP-00731,CO-00731,1,3635894.08,38,-676858.04,2102702.56
APP-00731,CO-00731,2,3855138.49,39,-703639.88,2090563.37
APP-00731,CO-00731,3,4087603.34,39,-731190.49,2078424.18
APP-00731,CO-00731,4,4334085.83,39,-759505.2,2066284.98
APP-00731,CO-00731,5,4595431.2,40,-788575.99,2054145.79
APP-00732,CO-00732,1,2531363.18,13,-452354.6,1263169.88
APP-00732,CO-00732,2,2758679.59,13,-458216.68,1152313.43
APP-00732,CO-00732,3,3006409.02,14,-461483.78,1041456.99
APP-00732,CO-00732,4,3276384.55,14,-461642.58,930600.55
APP-00732,CO-00732,5,3570603.89,15,-458108.48,819744.1
APP-00733,CO-00733,1,3807683.73,37,122378.96,104970.51
APP-00733,CO-00733,2,3822152.93,38,188737.91,97393.84
APP-00733,CO-00733,3,3836677.11,38,255599.43,89817.16
APP-00733,CO-00733,4,3851256.49,39,322966.37,82240.48
APP-00733,CO-00733,5,3865891.26,40,390841.61,74663.81
APP-00734,CO-00734,1,1974533.27,9,-495686.83,1001937.75
APP-00734,CO-00734,2,2146515.11,9,-511471.62,941037.11
APP-00734,CO-00734,3,2333476.58,10,-526245.64,880136.47
APP-00734,CO-00734,4,2536722.39,11,-539713.06,819235.83
APP-00734,CO-00734,5,2757670.91,11,-551534.18,758335.19
APP-00735,CO-00735,1,3492456.64,20,-475742.44,1959807.37
APP-00735,CO-00735,2,4214696.68,23,-478115.19,1883958.83
APP-00735,CO-00735,3,5086295.95,27,-461123.59,1808110.29
APP-00735,CO-00735,4,6138141.96,32,-416657.08,1732261.75
APP-00735,CO-00735,5,7407509.71,37,-334078.69,1656413.21
APP-00736,CO-00736,1,3004284.8,13,-772221.37,1843398.54
APP-00736,CO-00736,2,3516515.36,15,-853739.6,1800504.24
APP-00736,CO-00736,3,4116081.23,17,-940606.88,1757609.94
APP-00736,CO-00736,4,4817873.08,19,-1032277.49,1714715.64
APP-00736,CO-00736,5,5639320.44,21,-1127864.09,1671821.34
APP-00737,CO-00737,1,5211712.67,34,-277471.58,325803.78
APP-00737,CO-00737,2,5694838.43,35,-191802.16,294617.1
APP-00737,CO-00737,3,6222749.96,37,-87865.23,263430.41
APP-00737,CO-00737,4,6799598.88,39,36989.82,232243.72
APP-00737,CO-00737,5,7429921.69,41,185748.04,201057.03
APP-00738,CO-00738,1,5982700.67,27,1448531.49,1373178.81
APP-00738,CO-00738,2,7288125.95,29,1861678.89,1261229.88
APP-00738,CO-00738,3,8878395.04,32,2386157.45,1149280.95
APP-00738,CO-00738,4,10815660.83,34,3050881.61,1037332.02
APP-00738,CO-00738,5,13175638.03,37,3892083.47,925383.09
APP-00739,CO-00739,1,460468.35,2,-61923.78,178208.65
APP-00739,CO-00739,2,488879.24,2,-56739.32,177822.88
APP-00739,CO-00739,3,519043.09,2,-50679.37,177437.12
APP-00739,CO-00739,4,551068.05,2,-43655.61,177051.35
APP-00739,CO-00739,5,585068.95,2,-35572.19,176665.59
APP-00740,CO-00740,1,257622.67,1,31208.41,38729.03
APP-00740,CO-00740,2,286579.46,1,41462.32,34106.94
APP-00740,CO-00740,3,318790.99,1,53627.02,29484.84
APP-00740,CO-00740,4,354623.1,1,68002.53,24862.74
APP-00740,CO-00740,5,394482.74,2,84932.13,20240.64
APP-00741,CO-00741,1,6560057.82,31,-473767.38,2395250.18
APP-00741,CO-00741,2,7212127.56,31,-440228.27,2336400.88
APP-00741,CO-00741,3,7929013.04,32,-395340.59,2277551.57
APP-00741,CO-00741,4,8717156.94,32,-337179.63,2218702.27
APP-00741,CO-00741,5,9583642.34,33,-263550.16,2159852.96
APP-00742,CO-00742,1,8266715.84,67,-180545.07,577756.65
APP-00742,CO-00742,2,9509203.23,73,36325.16,536386.61
APP-00742,CO-00742,3,10938436.48,79,322465.11,495016.56
APP-00742,CO-00742,4,12582483.48,86,693798.14,453646.52
APP-00742,CO-00742,5,14473630.75,93,1169469.36,412276.47
APP-00743,CO-00743,1,783752.62,3,46068.98,94954.74
APP-00743,CO-00743,2,777874.47,3,48663.83,90969.43
APP-00743,CO-00743,3,772040.41,3,51217.16,86984.13
APP-00743,CO-00743,4,766250.11,3,53729.46,82998.82
APP-00743,CO-00743,5,760503.23,3,56201.19,79013.52
