application_id,company_id,company_name,industry,region,company_type,requested_amount,term_months,annual_revenue,years_in_business,existing_debt,num_recent_loans,late_payment_ratio,suspicious_transfer_ratio,collateral_ratio,employees,country_risk_score,free_cash_flow,monthly_burn_rate,cash_flow_to_revenue_ratio,expected_runway_months,forecast_revenue_cagr,forecast_employee_cagr,forecast_fcf_margin_year5,planned_debt_reduction_pct,forecast_plan_confidence_score,current_ratio,quick_ratio,receivables_days,payables_days,inventory_days,financial_statements_uploaded,bank_statements_uploaded,tax_return_uploaded,ownership_docs_uploaded,forecast_support_uploaded,document_edit_count,late_stage_change_count,process_deviation_score,email_domain_age_months,website_age_months,bank_account_age_months,location_mismatch_score,duplicate_contact_score,related_party_exposure_score,counterparty_concentration_score,shared_identifier_score,narrative_contradiction_score,debt_to_revenue_ratio,request_to_revenue_ratio,loan_velocity_score,payment_stress_score,collateral_gap_ratio,external_financing_pressure,financial_distress_score,transaction_anomaly_score,company_scale_mismatch_score,governance_complexity_score,cash_flow_pressure_score,runway_risk_score,cash_conversion_risk_score,forecast_plan_aggressiveness_score,forecast_execution_risk_score,forecast_hiring_efficiency_risk_score,forecast_debt_service_risk_score,cash_conversion_cycle_days,document_completeness_score,document_quality_risk_score,process_integrity_risk_score,identity_verification_risk_score,working_capital_pressure_score,financial_statement_anomaly_score,related_party_network_risk_score,narrative_consistency_risk_score,is_fraud
APP-00651,CO-00651,Company 00651,Wholesale,North America,Sole Proprietorship,1458525.48,36,13905917.31,4.8,8017349.82,1,0.39,0.055,0.575,77,0.227,-1911633.65,181290.68,-0.1375,5.7,0.112,0.0377,-0.045,0.3554,0.2336,0.4579,0.15,72.4,76.0,50.7,1,1,0,0,1,5,3,0.8065,50.0,18.0,30.0,0.2235,0.0641,0.3288,0.1971,0.0478,0.6007,0.5765,0.1049,0.1667,0.4221,0.425,0.3565,0.4411,0.159,0.2637,0.181,0.2767,0.525,0.7131,0.1152,0.4769,0.0,0.1356,47.1,0.6,0.5369,0.6979,0.0511,0.4165,0.2294,0.1917,0.6007,1
APP-00652,CO-00652,Company 00652,Manufacturing,Eastern Europe,LLC,250825.74,36,1841014.37,7.9,1063920.41,3,0.175,0.142,0.547,9,0.422,-93687.68,11282.98,-0.0509,33.0,0.055,0.0579,-0.0477,0.1461,0.4872,0.6949,0.15,58.5,58.8,80.1,1,1,1,1,1,2,0,0.2671,124.0,95.0,64.0,0.2137,0.1427,0.2784,0.1668,0.0462,0.1703,0.5779,0.1362,0.5,0.3043,0.453,0.4494,0.395,0.2264,0.3975,0.4158,0.1225,0.0,0.4468,0.0526,0.2327,0.0,0.0412,79.8,1.0,0.0892,0.1702,0.057,0.38,0.0688,0.1732,0.1703,0
APP-00653,CO-00653,Company 00653,Software,North America,Corporation,5503226.52,36,11615925.6,8.8,6180794.04,1,0.144,0.031,0.997,75,0.138,1635845.12,16943.72,0.1408,60.0,0.1939,0.1437,0.2053,0.381,0.6089,1.6137,1.5898,70.0,66.1,0.0,1,1,0,1,1,0,1,0.1865,106.0,89.0,82.0,0.2016,0.047,0.058,0.2684,0.0804,0.0247,0.5321,0.4738,0.1667,0.2708,0.003,0.6401,0.2558,0.0832,0.4673,0.0382,0.0225,0.0,0.0948,0.0783,0.1293,0.0,0.0765,3.9,0.8,0.1486,0.1539,0.045,0.0125,0.0729,0.124,0.0747,0
APP-00654,CO-00654,Company 00654,Healthcare,Western Europe,LLC,194465.93,18,726692.94,15.0,210555.28,0,0.163,0.094,0.639,5,0.197,-36342.65,3579.51,-0.05,11.8,0.1173,0.0986,-0.0144,0.3821,0.48,1.4905,1.2758,43.2,88.1,28.2,1,1,0,1,1,2,0,0.2719,180.0,132.0,108.0,0.0706,0.071,0.2649,0.2432,0.019,0.2245,0.2897,0.2676,0.0,0.194,0.361,0.3383,0.2503,0.1138,0.35,0.082,0.1035,0.0167,0.4059,0.0668,0.2322,0.0,0.0645,-16.7,0.8,0.1797,0.1724,0.0212,0.0,0.0706,0.1798,0.2245,1
APP-00655,CO-00655,Company 00655,Logistics,North America,LLC,615827.15,36,3942238.1,6.2,3640916.27,3,0.155,0.163,0.196,31,0.195,-23161.3,4253.45,-0.0059,60.0,0.0878,0.0245,0.1005,0.3337,0.5044,0.9461,0.9626,75.7,90.1,15.5,1,1,1,1,1,1,1,0.3718,92.0,73.0,99.0,0.0578,0.0896,0.1675,0.4331,0.1656,0.4217,0.9236,0.1562,0.5,0.4177,0.804,0.5778,0.5898,0.1999,0.1788,0.0817,0.0199,0.0,0.3695,0.0939,0.2243,0.0,0.1122,1.1,1.0,0.1084,0.2623,0.0205,0.0996,0.1167,0.2463,0.4217,1
APP-00656,CO-00656,Company 00656,Construction,North America,LLC,1288574.31,18,3015874.1,2.2,1803949.99,0,0.299,0.051,0.604,31,0.388,-528364.2,49477.1,-0.1752,13.4,0.1711,0.1154,-0.0854,0.3541,0.5329,1.0871,0.9467,99.8,77.2,53.4,0,1,1,1,1,1,3,0.3678,27.0,55.0,0.0,0.104,0.0662,0.1913,0.6435,0.071,0.3053,0.5982,0.4273,0.0,0.3798,0.396,0.5959,0.46,0.1461,0.3741,0.164,0.3495,0.0,0.7829,0.0841,0.3186,0.0,0.1546,76.0,0.8,0.278,0.4005,0.2774,0.1619,0.2859,0.2829,0.3053,1
APP-00657,CO-00657,Company 00657,Construction,Latin America,Corporation,296379.14,36,918918.53,3.6,591743.9,1,0.11,0.054,0.468,5,0.476,28345.43,1197.26,0.0308,60.0,-0.0317,-0.05,0.123,0.2544,0.7355,0.8145,0.5991,64.5,71.2,67.9,0,1,1,0,1,4,0,0.3775,59.0,3.0,26.0,0.1297,0.2135,0.108,0.4691,0.0787,0.1252,0.644,0.3225,0.1667,0.2923,0.532,0.5624,0.4257,0.1398,0.5511,0.3889,0.0201,0.0,0.2301,0.0648,0.1331,0.0,0.0607,61.2,0.6,0.3428,0.2699,0.214,0.1991,0.102,0.2036,0.1252,1
APP-00658,CO-00658,Company 00658,Wholesale,APAC,LLC,132897.28,36,2616625.62,5.9,1159053.33,2,0.047,0.026,0.41,17,0.244,-315626.07,28016.35,-0.1206,18.5,0.0669,0.0527,-0.0649,0.4173,0.5043,0.9358,0.5795,71.1,60.9,30.4,1,0,1,1,1,2,0,0.2667,106.0,84.0,61.0,0.0775,0.1166,0.1286,0.7059,0.0752,0.1858,0.443,0.0508,0.3333,0.1853,0.59,0.2906,0.3416,0.0936,0.0844,0.0891,0.2315,0.0,0.5865,0.0728,0.2712,0.0,0.1275,40.6,0.8,0.1792,0.17,0.0272,0.1864,0.1093,0.2782,0.1858,1
APP-00659,CO-00659,Company 00659,Wholesale,Latin America,Corporation,1483300.38,48,7366983.14,2.4,2119562.84,0,0.031,0.063,0.389,75,0.48,-572120.83,56393.85,-0.0777,27.6,0.052,0.0241,0.0375,0.1443,0.4585,0.8635,0.2551,60.7,63.5,80.2,0,1,1,1,0,6,0,0.5439,60.0,14.0,36.0,0.1777,0.0171,0.1187,0.3989,0.0534,0.2672,0.2877,0.2013,0.0,0.1206,0.611,0.2832,0.309,0.1128,0.178,0.4295,0.1608,0.0,0.4521,0.1021,0.2571,0.0,0.0296,77.4,0.6,0.4219,0.3948,0.0817,0.3066,0.148,0.1809,0.2672,1
APP-00660,CO-00660,Company 00660,Logistics,Latin America,Partnership,206502.49,18,1585179.64,3.3,126567.96,1,0.238,0.087,0.583,13,0.318,152901.26,878.82,0.0965,60.0,0.0017,0.0207,0.2025,0.4079,0.734,1.7049,1.5265,59.0,64.0,66.8,1,0,1,1,1,2,1,0.3393,66.0,66.0,10.0,0.315,0.0656,0.2315,0.5692,0.0544,0.1105,0.0798,0.1303,0.1667,0.1596,0.417,0.1728,0.1966,0.1598,0.143,0.4457,0.0086,0.0,0.0559,0.0708,0.0919,0.0,0.0137,61.8,0.8,0.2264,0.2727,0.1112,0.0037,0.0698,0.2741,0.1105,0
APP-00661,CO-00661,Company 00661,Retail,APAC,LLC,151124.75,36,403542.61,3.6,139510.36,0,0.218,0.032,0.826,2,0.098,22789.87,208.79,0.0565,60.0,0.0072,0.0403,0.1407,0.5039,0.7633,1.572,1.0517,91.5,86.7,63.5,0,1,1,1,0,2,3,0.6749,61.0,58.0,15.0,0.1718,0.156,0.2237,0.5351,0.089,0.1908,0.3457,0.3745,0.0,0.2444,0.174,0.4488,0.2404,0.0759,0.5911,0.0672,0.008,0.0,0.1467,0.0588,0.1046,0.0,0.0636,68.3,0.6,0.43,0.5637,0.05,0.0835,0.1844,0.2643,0.1908,1
APP-00662,CO-00662,Company 00662,Manufacturing,Latin America,LLC,388137.33,24,2153138.65,5.6,395683.6,2,0.314,0.165,0.333,18,0.187,79418.12,4184.18,0.0369,60.0,0.0364,0.0338,0.1091,0.2938,0.6611,1.8921,1.3126,90.0,67.5,45.7,1,1,1,1,1,1,4,0.5404,66.0,36.0,42.0,0.0787,0.1312,0.1627,0.2882,0.047,0.0277,0.1838,0.1803,0.3333,0.2389,0.667,0.2898,0.3209,0.2149,0.1941,0.3806,0.03,0.0,0.1957,0.064,0.1391,0.0,0.0246,68.2,1.0,0.2453,0.5482,0.0289,0.0796,0.1517,0.1717,0.0749,0
APP-00663,CO-00663,Company 00663,Manufacturing,North America,LLC,64988.31,18,888755.02,9.8,565018.97,1,0.046,0.117,0.352,6,0.355,-109197.2,10243.09,-0.1229,0.9,0.0573,0.0449,-0.0754,0.1909,0.2214,0.5222,0.15,76.1,73.2,56.3,1,1,1,1,0,5,0,0.6701,94.0,76.0,64.0,0.4341,0.0726,0.2312,0.5164,0.0552,0.2678,0.6357,0.0731,0.1667,0.2542,0.648,0.3549,0.4353,0.1435,0.0975,0.1058,0.2454,0.925,0.6164,0.0976,0.529,0.0,0.0729,59.2,0.8,0.3133,0.4265,0.0941,0.4097,0.162,0.2613,0.2678,1
APP-00664,CO-00664,Company 00664,Logistics,North America,LLC,105837.39,48,1556046.8,5.4,1303148.14,2,0.1,0.094,0.744,14,0.072,-109242.77,10300.06,-0.0702,20.0,0.1016,0.0731,0.0309,0.3262,0.4843,0.9986,0.7652,67.7,108.0,27.8,1,1,1,1,1,0,1,0.3713,95.0,66.0,31.0,0.2075,0.1726,0.2179,0.6474,0.0762,0.1241,0.8375,0.068,0.3333,0.3565,0.256,0.4672,0.4338,0.1158,0.068,0.0633,0.1407,0.0,0.5153,0.0937,0.2648,0.0,0.1255,-12.5,1.0,0.0771,0.2371,0.0588,0.1158,0.1002,0.2989,0.1241,1
APP-00665,CO-00665,Company 00665,Construction,Eastern Europe,Sole Proprietorship,679962.29,24,2019604.44,10.2,609035.99,0,0.294,0.101,0.764,19,0.281,-170472.62,17993.92,-0.0844,2.7,0.1093,0.0281,0.0251,0.3414,0.2855,1.6108,1.2284,73.0,43.4,85.4,1,0,1,0,1,6,0,0.4894,104.0,111.0,91.0,0.0934,0.0336,0.2695,0.4189,0.0849,0.4641,0.3016,0.3367,0.0,0.2703,0.236,0.3996,0.2567,0.1565,0.3221,0.4892,0.1839,0.775,0.5221,0.1177,0.4696,0.0027,0.0768,115.0,0.6,0.4164,0.3702,0.022,0.1346,0.1755,0.2513,0.4641,1
APP-00666,CO-00666,Company 00666,Software,Eastern Europe,LLC,20332.28,24,398055.92,7.0,131191.61,2,0.174,0.001,0.76,2,0.235,-2669.04,1050.93,-0.0067,60.0,0.1365,0.1377,0.0355,0.2292,0.6116,0.9595,0.9,84.4,66.7,34.8,1,1,1,1,1,1,0,0.095,73.0,80.0,74.0,0.1062,0.037,0.201,0.7356,0.1601,0.3627,0.3296,0.0511,0.3333,0.2143,0.24,0.2442,0.2392,0.1039,0.227,0.3878,0.0444,0.0,0.3005,0.0564,0.1725,0.0,0.0331,52.5,1.0,0.0408,0.0678,0.0249,0.1336,0.1215,0.3312,0.3627,0
APP-00667,CO-00667,Company 00667,Construction,Middle East,Corporation,205959.83,36,435539.89,3.4,280243.34,4,0.179,0.032,0.36,4,0.435,-42615.42,4370.4,-0.0978,18.6,0.1745,0.0749,-0.0655,0.2913,0.5755,0.4728,0.15,66.3,65.0,65.0,1,0,1,1,0,2,2,0.4194,46.0,46.0,33.0,0.1471,0.087,0.2229,0.3181,0.0539,0.2574,0.6434,0.4729,0.6667,0.3301,0.64,0.7852,0.4697,0.1853,0.45,0.3828,0.2086,0.0,0.5779,0.0668,0.2528,0.0436,0.1051,66.3,0.6,0.3644,0.3787,0.0381,0.4107,0.1778,0.1901,0.2574,1
APP-00668,CO-00668,Company 00668,Manufacturing,North America,Sole Proprietorship,423180.85,36,3548611.06,8.9,563599.05,1,0.418,0.041,0.69,28,0.069,-288040.58,29828.85,-0.0812,6.3,0.0501,-0.0259,-0.0525,0.0267,0.2997,0.6304,0.3525,88.8,71.2,94.4,1,1,0,0,1,3,3,0.5255,75.0,67.0,79.0,0.0778,0.0682,0.21,0.1394,0.1331,0.4465,0.1588,0.1193,0.1667,0.2871,0.31,0.1963,0.2474,0.1332,0.136,0.1574,0.1743,0.475,0.5195,0.082,0.3936,0.0,0.0045,112.0,0.6,0.4463,0.5215,0.0224,0.4721,0.2154,0.1527,0.4465,1
APP-00669,CO-00669,Company 00669,Retail,APAC,LLC,453884.01,60,1299228.65,8.0,1149007.69,2,0.082,0.02,0.782,5,0.101,-288721.44,26680.6,-0.2222,8.9,-0.0598,-0.0258,-0.0914,0.0,0.4521,0.7597,0.1862,72.1,86.9,85.2,1,1,1,1,1,0,0,0.0535,85.0,81.0,71.0,0.2466,0.0867,0.1467,0.3534,0.0367,0.1959,0.8844,0.3493,0.3333,0.3635,0.218,0.7025,0.425,0.0759,0.6825,0.0676,0.4391,0.2583,0.7772,0.1093,0.3938,0.0,0.0,70.4,1.0,0.0054,0.0241,0.058,0.3529,0.1019,0.1685,0.1959,1
APP-00670,CO-00670,Company 00670,Manufacturing,Western Europe,Corporation,44979.66,84,168595.17,10.4,60420.72,4,0.103,0.113,0.451,1,0.271,-30343.9,2643.09,-0.18,13.2,0.0547,0.0425,-0.1084,0.0586,0.5172,0.7288,0.15,71.1,80.3,54.8,1,1,0,1,1,0,1,0.235,102.0,100.0,77.0,0.2316,0.081,0.266,0.5346,0.0665,0.1705,0.3584,0.2668,0.6667,0.1857,0.549,0.4992,0.3106,0.1901,0.4655,0.0581,0.3409,0.0,0.715,0.0781,0.3026,0.0,0.0203,45.6,0.8,0.1535,0.1758,0.0544,0.3455,0.1266,0.2814,0.1705,1
APP-00671,CO-00671,Company 00671,Software,APAC,Partnership,1277016.53,36,4803445.53,11.8,548147.51,0,0.234,0.11,0.805,28,0.453,948237.21,8979.07,0.1974,60.0,0.1681,0.0711,0.3,0.3406,0.8131,2.0033,2.0618,87.0,47.6,22.2,1,1,1,1,1,0,2,0.3105,104.0,84.0,73.0,0.2012,0.1024,0.2091,0.3047,0.0347,0.1106,0.1141,0.2659,0.0,0.1698,0.195,0.2645,0.1542,0.1753,0.4796,0.1659,0.0288,0.0,0.0594,0.0709,0.077,0.0378,0.02,61.6,1.0,0.111,0.2797,0.0505,0.0583,0.1321,0.1843,0.1106,0
APP-00672,CO-00672,Company 00672,Wholesale,Western Europe,Corporation,220450.29,24,2877319.69,15.3,524984.6,1,0.295,0.039,0.563,16,0.299,-258706.1,24324.31,-0.0899,11.9,-0.12,-0.05,-0.0196,0.2683,0.6177,1.1044,0.6914,60.5,79.9,110.4,1,1,1,1,0,2,3,0.5481,142.0,152.0,127.0,0.2373,0.0358,0.1415,0.4248,0.0189,0.175,0.1825,0.0766,0.1667,0.2279,0.437,0.1711,0.2581,0.142,0.2152,0.0623,0.1799,0.0083,0.5215,0.0675,0.2321,0.0,0.0485,91.0,0.8,0.3273,0.5066,0.051,0.1656,0.0891,0.1856,0.175,0
APP-00673,CO-00673,Company 00673,Software,North America,LLC,482285.42,36,1073167.57,10.0,952386.69,2,0.058,0.088,0.352,9,0.449,-75084.93,6675.34,-0.07,17.4,0.2414,0.112,-0.0311,0.0845,0.3121,1.4872,1.4944,65.1,63.3,8.0,1,1,1,0,1,2,1,0.3782,111.0,82.0,76.0,0.118,0.1076,0.6107,0.3636,0.0739,0.4721,0.8875,0.4494,0.3333,0.3514,0.648,0.7844,0.5265,0.1607,0.45,0.1198,0.1345,0.0,0.5129,0.167,0.3243,0.1098,0.0336,9.8,0.8,0.2303,0.2902,0.0344,0.0002,0.1304,0.3501,0.4721,1
APP-00674,CO-00674,Company 00674,Manufacturing,Western Europe,Partnership,290946.48,36,587228.79,7.8,146702.05,1,0.114,0.022,0.919,4,0.451,-78123.63,6739.32,-0.133,15.3,0.074,0.0207,-0.0619,0.1224,0.5457,1.4223,0.8201,95.7,44.2,52.2,1,1,1,1,1,2,0,0.2994,109.0,106.0,81.0,0.1811,0.1366,0.1817,0.4672,0.0418,0.3025,0.2498,0.4955,0.1667,0.1526,0.081,0.5416,0.1516,0.1192,0.45,0.1657,0.2502,0.0,0.6073,0.0751,0.269,0.0,0.0306,103.7,1.0,0.0924,0.1847,0.0499,0.2128,0.1848,0.2164,0.3025,0
APP-00675,CO-00675,Company 00675,Wholesale,North America,Partnership,230582.95,36,5054593.02,10.4,3214266.18,0,0.101,0.235,0.229,36,0.656,151068.43,3346.36,0.0299,60.0,-0.0082,-0.0012,0.0438,0.2565,0.7093,0.9275,0.3565,72.9,63.5,53.2,1,1,0,1,1,5,1,0.6724,104.0,125.0,85.0,0.255,0.0147,0.5052,0.4526,0.154,0.0114,0.6359,0.0456,0.0,0.2845,0.771,0.2992,0.4798,0.2478,0.0576,0.1964,0.0102,0.0,0.2299,0.0349,0.1278,0.0,0.0588,62.6,0.8,0.3535,0.4976,0.0525,0.2542,0.1078,0.3746,0.0984,1
APP-00676,CO-00676,Company 00676,Construction,North America,Partnership,407365.13,12,3107566.87,5.0,513474.64,3,0.031,0.156,0.697,27,0.106,-458003.54,43441.87,-0.1474,12.7,0.015,-0.0341,-0.0783,0.4065,0.5204,1.1167,0.8124,61.9,54.3,18.3,1,1,1,1,1,0,0,0.1912,43.0,57.0,66.0,0.0749,0.0703,0.1265,0.3819,0.072,0.2169,0.1652,0.1311,0.5,0.0765,0.303,0.2753,0.1515,0.1579,0.1358,0.1139,0.2967,0.0,0.618,0.0767,0.2773,0.0,0.1019,25.9,1.0,0.0191,0.086,0.022,0.0677,0.0388,0.1924,0.2169,0
APP-00677,CO-00677,Company 00677,Manufacturing,APAC,Corporation,7500000.0,18,23738346.22,4.8,4759884.38,0,0.126,0.037,0.805,206,0.355,-2724176.09,272177.09,-0.1148,7.0,0.122,0.1138,-0.0586,0.0097,0.368,1.4868,0.8958,78.3,85.0,39.7,1,1,0,0,1,3,4,0.6148,48.0,65.0,30.0,0.1269,0.0826,0.098,0.2237,0.0112,0.4131,0.2005,0.3159,0.0,0.1415,0.195,0.3411,0.1628,0.0988,0.3277,0.0707,0.24,0.4167,0.5559,0.0866,0.379,0.0,0.0022,33.0,0.6,0.4952,0.6317,0.0336,0.0593,0.1857,0.1079,0.4131,0
APP-00678,CO-00678,Company 00678,Healthcare,Western Europe,Corporation,1068225.56,24,3335684.95,16.6,2794275.08,0,0.118,0.024,0.393,19,0.347,-291088.87,26116.27,-0.0873,27.1,0.1594,0.0674,-0.0144,0.2459,0.4569,0.45,0.15,65.5,110.2,17.1,1,1,0,1,0,1,0,0.247,184.0,169.0,121.0,0.1918,0.0705,0.1204,0.5667,0.0949,0.5913,0.8377,0.3202,0.0,0.3665,0.607,0.6069,0.5262,0.0888,0.5301,0.0695,0.1688,0.0,0.5632,0.0913,0.2814,0.0267,0.0991,-27.6,0.6,0.236,0.1362,0.0454,0.4012,0.1612,0.2383,0.5913,1
APP-00679,CO-00679,Company 00679,Construction,North America,Corporation,376251.24,36,3229064.88,4.7,509129.55,0,0.158,0.099,0.352,33,0.206,-107254.37,14791.36,-0.0332,60.0,0.0334,0.0552,0.0192,0.3656,0.499,1.8,1.4265,92.1,53.9,38.8,1,1,1,1,1,1,0,0.3229,79.0,50.0,46.0,0.0471,0.0379,0.0667,0.1935,0.0583,0.2614,0.1577,0.1165,0.0,0.1437,0.648,0.1603,0.2664,0.117,0.1026,0.0484,0.0889,0.0,0.3446,0.0719,0.2115,0.0,0.0413,77.0,1.0,0.0635,0.1703,0.0132,0.1032,0.1297,0.1059,0.2614,1
APP-00680,CO-00680,Company 00680,Wholesale,Western Europe,LLC,265963.94,36,1854400.59,3.7,69425.13,3,0.077,0.047,0.42,18,0.101,51717.16,3069.79,0.0279,60.0,-0.0184,0.003,0.0956,0.4981,0.8334,1.5497,1.189,63.5,19.2,79.1,1,0,1,1,1,0,0,0.2049,66.0,13.0,30.0,0.0593,0.3908,0.2086,0.5338,0.075,0.0479,0.0374,0.1434,0.5,0.0558,0.58,0.2328,0.1797,0.1064,0.133,0.0676,0.0255,0.0,0.155,0.0449,0.0878,0.0,0.0148,123.4,0.8,0.1105,0.0922,0.1065,0.1321,0.0524,0.2566,0.0479,0
APP-00681,CO-00681,Company 00681,Manufacturing,Eastern Europe,Sole Proprietorship,1867638.91,60,4959303.51,10.0,2410949.86,1,0.043,0.012,0.93,29,0.571,-566253.53,49294.14,-0.1142,8.9,0.0854,0.0221,-0.0084,0.2473,0.3499,1.3406,0.9567,48.3,45.6,54.9,0,1,1,1,1,4,1,0.4547,106.0,87.0,88.0,0.2507,0.1783,0.1823,0.5449,0.0465,0.4219,0.4861,0.3766,0.1667,0.1987,0.07,0.5416,0.2284,0.1175,0.5176,0.5326,0.2162,0.2583,0.5744,0.1091,0.3635,0.0,0.0768,57.6,0.8,0.3005,0.3746,0.068,0.0108,0.1141,0.2401,0.4219,1
APP-00682,CO-00682,Company 00682,Software,North America,LLC,1677221.51,24,4094213.53,5.1,3366818.92,2,0.011,0.034,0.39,27,0.074,503262.27,6605.05,0.1229,16.4,0.1871,0.0681,0.1618,0.2562,0.7763,1.2453,1.1037,50.3,50.5,38.6,1,1,1,1,1,0,0,0.361,90.0,47.0,45.0,0.0954,0.0289,0.157,0.3776,0.0455,0.0409,0.8223,0.4097,0.3333,0.3021,0.61,0.7404,0.4939,0.0653,0.4559,0.0636,0.0249,0.0,0.1057,0.0665,0.0945,0.0867,0.0779,38.4,1.0,0.0361,0.1624,0.022,0.0,0.0316,0.183,0.0429,1
APP-00683,CO-00683,Company 00683,Healthcare,North America,Partnership,2648656.98,48,7661551.05,11.7,2475996.27,1,0.107,0.01,0.677,44,0.337,-545899.28,48560.03,-0.0713,39.5,0.1408,0.0293,0.044,0.0986,0.4223,1.0389,0.8267,70.7,68.0,35.0,1,1,1,1,1,6,0,0.5359,119.0,103.0,92.0,0.1102,0.1299,0.2789,0.2642,0.0953,0.1373,0.3232,0.3457,0.1667,0.1752,0.323,0.4493,0.2406,0.0941,0.5262,0.1486,0.137,0.0,0.4546,0.1233,0.2723,0.07,0.0199,37.7,1.0,0.2411,0.3912,0.035,0.0979,0.1448,0.2017,0.1373,1
APP-00684,CO-00684,Company 00684,Construction,APAC,LLC,684486.29,24,1301043.36,14.6,181093.41,3,0.01,0.075,0.71,15,0.081,-197089.8,17455.69,-0.1515,4.9,0.0467,0.054,-0.0698,0.0332,0.2654,1.0033,0.5467,66.9,52.0,52.8,1,0,1,1,0,7,0,0.6608,137.0,127.0,119.0,0.0827,0.0924,0.4628,0.2865,0.0375,0.3818,0.1392,0.5261,0.5,0.0556,0.29,0.5878,0.1323,0.1054,0.4107,0.0646,0.2903,0.5917,0.6213,0.1075,0.4582,0.0,0.0079,67.7,0.6,0.4648,0.4724,0.0258,0.1833,0.1406,0.2648,0.3818,1
APP-00685,CO-00685,Company 00685,Construction,North America,Corporation,413948.42,12,1417765.4,4.1,1323448.09,1,0.641,0.005,0.423,7,0.103,-376782.45,33188.36,-0.2658,6.9,0.0685,0.0356,-0.2,0.2781,0.3267,0.7186,0.3027,106.5,85.3,43.1,1,1,0,1,0,1,0,0.3456,48.0,59.0,0.0,0.0334,0.077,0.023,0.2445,0.0826,0.3589,0.9335,0.292,0.1667,0.6886,0.577,0.6222,0.6545,0.1631,0.5927,0.0329,0.5073,0.425,0.891,0.0947,0.4756,0.0,0.1826,64.3,0.6,0.2458,0.1805,0.2644,0.4074,0.2699,0.1026,0.3589,1
APP-00686,CO-00686,Company 00686,Construction,APAC,Partnership,262117.98,48,1357149.13,10.7,881287.76,2,0.242,0.171,0.41,6,0.227,-234479.23,22151.82,-0.1728,12.9,0.0751,0.0678,-0.1592,0.1686,0.5167,0.6135,0.3791,87.8,105.9,86.4,1,1,1,1,1,2,2,0.3966,142.0,129.0,104.0,0.22,0.1782,0.1435,0.2333,0.0416,0.2441,0.6494,0.1931,0.3333,0.3669,0.59,0.4921,0.4754,0.2098,0.5784,0.132,0.3469,0.0,0.7784,0.054,0.3102,0.0,0.0763,68.3,1.0,0.1822,0.3685,0.0618,0.3761,0.1797,0.1477,0.2441,1
APP-00687,CO-00687,Company 00687,Manufacturing,North America,Partnership,1369376.65,24,4832148.36,4.6,3919559.87,2,0.074,0.056,0.895,30,0.444,-876851.52,75572.56,-0.1815,3.4,0.1337,0.0726,-0.1611,0.1051,0.202,1.7567,1.0295,70.0,85.6,48.3,0,1,0,1,1,2,0,0.3345,70.0,31.0,33.0,0.0982,0.0696,0.1622,0.5289,0.0438,0.3524,0.8111,0.2834,0.3333,0.3327,0.105,0.6325,0.3787,0.1455,0.4486,0.1646,0.3411,0.7167,0.7664,0.0883,0.5254,0.0,0.0531,32.7,0.6,0.276,0.2005,0.0266,0.0125,0.1334,0.232,0.3524,1
APP-00688,CO-00688,Company 00688,Wholesale,Latin America,LLC,2190666.68,60,9804719.8,6.0,7054384.06,1,0.061,0.066,0.912,47,0.422,-380887.25,40985.16,-0.0388,46.7,0.1442,0.0654,0.0534,0.1202,0.5808,1.0884,0.7488,53.4,99.1,84.9,0,1,1,1,1,0,0,0.2708,91.0,35.0,60.0,0.1593,0.0463,0.2899,0.7571,0.0853,0.1728,0.7195,0.2234,0.1667,0.2926,0.088,0.5124,0.3335,0.1285,0.574,0.4158,0.0859,0.0,0.4114,0.0804,0.2148,0.0,0.037,39.2,0.8,0.1171,0.1219,0.0365,0.0907,0.0969,0.3565,0.1728,1
APP-00689,CO-00689,Company 00689,Construction,Latin America,Corporation,213905.22,72,1384929.1,8.6,927023.5,1,0.142,0.157,0.608,9,0.024,-227500.61,20818.26,-0.1643,6.8,0.1691,0.0716,-0.044,0.1439,0.3862,0.4771,0.4773,66.0,48.1,29.8,1,1,1,0,1,3,2,0.4308,97.0,58.0,44.0,0.1037,0.1204,0.081,0.3121,0.0837,0.4971,0.6694,0.1545,0.1667,0.3191,0.392,0.4353,0.4091,0.135,0.2278,0.3211,0.3223,0.4333,0.7468,0.1212,0.4385,0.0389,0.0639,47.7,0.8,0.3068,0.4089,0.0328,0.3139,0.2048,0.1586,0.4971,1
APP-00690,CO-00690,Company 00690,Logistics,North America,LLC,90906.37,18,1432922.0,4.8,541135.23,0,0.035,0.096,0.753,15,0.484,-53951.84,6829.78,-0.0377,20.9,0.1594,0.0846,0.0283,0.1838,0.4972,0.736,0.542,59.3,82.1,33.2,0,1,1,1,1,2,0,0.2618,62.0,76.0,31.0,0.1437,0.1472,0.3053,0.308,0.0333,0.3276,0.3776,0.0634,0.0,0.1552,0.247,0.2074,0.226,0.1324,0.0545,0.1251,0.0942,0.0,0.3602,0.0778,0.2178,0.0,0.0356,10.4,0.8,0.1787,0.1678,0.0435,0.2305,0.1101,0.2172,0.3276,1
